"path","category","source","source_sha256","export_strategy","symbol","frame","output_sha256","bytes"
"scene/pasture/shed/4.png","scene/pasture","mc/farm/diy/z3_103_4.swf","af9902ed472d1659248f3b55da15161241a1ec80dd09f18c9aeff08bcf892d9c","content-bounds","root","1","e80e328debcf44dda34ba3792e62c6c2c50005b9962ca5594b6c9f1629252637","85083"
"scene/pasture/hutch/5.png","scene/pasture","mc/farm/diy/z2_102_5.swf","38853c37e021697d5bf6a4adc3bc08ca8d961ec5b7af626f04cb4e1f823c91eb","content-bounds","root","1","5e10157ba807a04701a41c9427a0676d7bcc9ad9b4e8e99dfaf53e97ee7d9ed4","89049"
"scene/pasture/shed/5.png","scene/pasture","mc/farm/diy/z3_103_5.swf","6da6ad215b73c3b5ada83c2da8d13cb58e3120d0924d292f74d3c2c328bcf223","content-bounds","root","1","1596f0450b672877a0202a5d446aa227aeb4ac2baf2a1f9031acabd33251fc34","96022"
"scene/pasture/hutch/6.png","scene/pasture","mc/farm/diy/z2_102_6.swf","52e8e66b2f7d3244127a28aed11b2c9c59de8214aa8fa63b2484f9646aef7967","content-bounds","root","1","dd81b363f98a3f23d30d8d200ec8453e20e6d730f22521330deaaa9526c35899","94862"
"scene/pasture/shed/6.png","scene/pasture","mc/farm/diy/z3_103_6.swf","9facfab87b153e0f3871cc90cbdfbbdced9fcce34f26fa508308b6839e0a2b25","content-bounds","root","1","cae85546b3405bd361550fcb30cd3ebf96ef769ef941ff9e36b0dc8f04db2512","96892"
"scene/pasture/hutch/7.png","scene/pasture","mc/farm/diy/z2_102_7.swf","ea0a120512fd5e207d6bf9944ca3a02f3a7b41a0b3fca36f314c2aa7e8382daa","content-bounds","root","1","f1cecebb6d86c12baf1582d3b5a20fe682c4f78ab49ccf909e54a1419493920a","109147"
"scene/pasture/shed/7.png","scene/pasture","mc/farm/diy/z3_103_7.swf","51f9ae8873af4139fa46a6c9962cf3d2ecc5ed0bbac5849822550bec693ef1a5","content-bounds","root","1","c0821b34e63c83d442cb74810ad9ec2ec49fce82186f516eb85f659d66c4faa8","111728"
"scene/pasture/hutch/8.png","scene/pasture","mc/farm/diy/z2_102_8.swf","61c354d79abc54bd04ee78e7321ffc3ee210b064026d7428857137effdd1a9c1","content-bounds","root","1","914bc669a21bf485107fcfb2c6ab798eb697eadb5a25c7c90f0adc78f700f792","111764"
"scene/pasture/shed/8.png","scene/pasture","mc/farm/diy/z3_103_8.swf","d423cd406e8cee5ca82a4140d88ca89e86361ba24caab8a703d1d66aefc7de41","content-bounds","root","1","a0b9ab465c724b9b5ce496942438f350387bd6757dae6805ae47d7e17526f35e","126773"
"scene/land/normal-wet.png","scene/land","ui/main/farmui_full_v_32.swf","990b66553de0401e9555ea04aaafb8208d16a5ad124145107edb1e4aed2999e8","symbol","173:com.qzone.ui.FarmlandS","1","dc3399a277afab3b092745ba266a1998e7b69783b4c1479a23f09d785ee79717","31071"
