"source_id","sex","display_order","item_type","source_status","asset_path","width","height","asset_status","integration_policy"
"519743","F","128","0","1","ui/qqshow/7/43/519743_0_0.png","140","226","complete","core-candidate"
"517288","F","129","0","1","ui/qqshow/2/88/517288_0_0.png","140","226","complete","core-candidate"
"517176","F","130","0","1","ui/qqshow/1/76/517176_0_0.png","140","226","complete","core-candidate"
"517155","F","131","0","1","ui/qqshow/1/55/517155_0_0.png","140","226","complete","core-candidate"
"517021","F","132","0","1","ui/qqshow/0/21/517021_0_0.png","140","226","complete","core-candidate"
"517018","F","133","0","1","ui/qqshow/0/18/517018_0_0.png","140","226","complete","core-candidate"
"516891","F","134","0","1","ui/qqshow/8/91/516891_0_0.png","140","226","complete","core-candidate"
"516657","F","135","0","1","ui/qqshow/6/57/516657_0_0.png","140","226","complete","core-candidate"
"516653","F","136","0","1","ui/qqshow/6/53/516653_0_0.png","140","226","complete","core-candidate"
"516588","F","137","0","1","ui/qqshow/5/88/516588_0_0.png","140","226","complete","core-candidate"
"516586","F","138","0","1","ui/qqshow/5/86/516586_0_0.png","140","226","complete","core-candidate"
"516583","F","139","0","1","ui/qqshow/5/83/516583_0_0.png","140","226","complete","core-candidate"
"516579","F","140","0","1","ui/qqshow/5/79/516579_0_0.png","140","226","complete","core-candidate"
"516577","F","141","0","1","ui/qqshow/5/77/516577_0_0.png","140","226","complete","core-candidate"
"516471","F","142","0","1","ui/qqshow/4/71/516471_0_0.png","140","226","complete","core-candidate"
"516114","F","143","0","1","ui/qqshow/1/14/516114_0_0.png","140","226","complete","core-candidate"
"516113","F","144","0","1","ui/qqshow/1/13/516113_0_0.png","140","226","complete","core-candidate"
"516112","F","145","0","1","ui/qqshow/1/12/516112_0_0.png","140","226","complete","core-candidate"
"516110","F","146","0","1","ui/qqshow/1/10/516110_0_0.png","140","226","complete","core-candidate"
"516108","F","147","0","1","ui/qqshow/1/8/516108_0_0.png","140","226","complete","core-candidate"
"516101","F","148","0","1","ui/qqshow/1/1/516101_0_0.png","140","226","complete","core-candidate"
"515080","F","149","0","1","ui/qqshow/0/80/515080_0_0.png","140","226","complete","core-candidate"
"515052","F","150","0","1","ui/qqshow/0/52/515052_0_0.png","140","226","complete","core-candidate"
"515036","F","151","0","1","ui/qqshow/0/36/515036_0_0.png","140","226","complete","core-candidate"
"515022","F","152","0","1","ui/qqshow/0/22/515022_0_0.png","140","226","complete","core-candidate"
"514978","F","153","0","1","ui/qqshow/9/78/514978_0_0.png","140","226","complete","core-candidate"
"514975","F","154","0","1","ui/qqshow/9/75/514975_0_0.png","140","226","complete","core-candidate"
"514948","F","155","0","1","ui/qqshow/9/48/514948_0_0.png","140","226","complete","core-candidate"
"514937","F","156","0","1","ui/qqshow/9/37/514937_0_0.png","140","226","complete","core-candidate"
"494504","F","157","0","1","ui/qqshow/5/4/494504_0_0.png","140","226","complete","core-candidate"
"494487","F","158","0","1","ui/qqshow/4/87/494487_0_0.png","140","226","complete","core-candidate"
