"source_id","name","runtime_status","state_key","source_character_id","source_export_file","source_sha256","runtime_asset","runtime_sha256","visual_review_status","processing_status"
"1507","羚羊","3","ready_to_produce","226","a1507.swf/DefineSprite_226_Animal_1507_3/1.png","63c199aaf6aa72eea6b61205c0a33c18b2622368492467a38ae16d3cf8b53820","apps/web/public/assets/manor/classic/pasture/animals/1507/ready_to_produce.png","63c199aaf6aa72eea6b61205c0a33c18b2622368492467a38ae16d3cf8b53820","reviewed-ok","ready"
"1507","羚羊","4","production_early","235","a1507.swf/DefineSprite_235_Animal_1507_4/1.png","7dc8278b177544de4f957e43a3d7dc8a805f2167e3f41eccca66bba390393147","apps/web/public/assets/manor/classic/pasture/animals/1507/production_early.png","7dc8278b177544de4f957e43a3d7dc8a805f2167e3f41eccca66bba390393147","reviewed-ok","ready"
"1507","羚羊","5","production_late","196","a1507.swf/DefineSprite_196_Animal_1507_5/1.png","63b5028aa9ce0f28d33b76c7ddc7c5590d983d9de0611a627fefac8d25e31e57","apps/web/public/assets/manor/classic/pasture/animals/1507/production_late.png","63b5028aa9ce0f28d33b76c7ddc7c5590d983d9de0611a627fefac8d25e31e57","reviewed-ok","ready"
"1507","羚羊","6","lifecycle_complete","233","a1507.swf/DefineSprite_233_Animal_1507_6/1.png","9d2f72564912c7b0fb1f845f59ee2a4917c40dd7d4562b0bd231fa0e32704e35","apps/web/public/assets/manor/classic/pasture/animals/1507/lifecycle_complete.png","9d2f72564912c7b0fb1f845f59ee2a4917c40dd7d4562b0bd231fa0e32704e35","reviewed-ok","ready"
"1510","长颈鹿","1","cub","94","a1510.swf/DefineSprite_94_Animal_1510_1/1.png","6cde1e8dfb853b04f6ad135062b5bb95b95234b46413e1c502c074ea948d5c3d","apps/web/public/assets/manor/classic/pasture/animals/1510/cub.png","6cde1e8dfb853b04f6ad135062b5bb95b95234b46413e1c502c074ea948d5c3d","reviewed-ok","ready"
"1510","长颈鹿","2","growing","165","a1510.swf/DefineSprite_165_Animal_1510_2/1.png","27877ead49cd5b31c04e0c759a1398de7e7f013f0a2616572604ffaad54e5544","apps/web/public/assets/manor/classic/pasture/animals/1510/growing.png","27877ead49cd5b31c04e0c759a1398de7e7f013f0a2616572604ffaad54e5544","reviewed-ok","ready"
"1510","长颈鹿","3","ready_to_produce","275","a1510.swf/DefineSprite_275_Animal_1510_3/1.png","5f73c43003620e6a3b6b12fcc168aa2deec88455c868ea07a6a0c5c8dba67c7d","apps/web/public/assets/manor/classic/pasture/animals/1510/ready_to_produce.png","5f73c43003620e6a3b6b12fcc168aa2deec88455c868ea07a6a0c5c8dba67c7d","reviewed-ok","ready"
"1510","长颈鹿","4","production_early","285","a1510.swf/DefineSprite_285_Animal_1510_4/1.png","1b8cc1b28a170b8bddee104e4f91ad6619f65a946212cdd377816c6924acfd47","apps/web/public/assets/manor/classic/pasture/animals/1510/production_early.png","1b8cc1b28a170b8bddee104e4f91ad6619f65a946212cdd377816c6924acfd47","reviewed-ok","ready"
"1510","长颈鹿","5","production_late","252","a1510.swf/DefineSprite_252_Animal_1510_5/1.png","c7dcb253c12f97bea566ed8f43aa3126a43f928647c7953e875a0463a16a6fca","apps/web/public/assets/manor/classic/pasture/animals/1510/production_late.png","c7dcb253c12f97bea566ed8f43aa3126a43f928647c7953e875a0463a16a6fca","reviewed-ok","ready"
"1510","长颈鹿","6","lifecycle_complete","283","a1510.swf/DefineSprite_283_Animal_1510_6/1.png","c24eeebce5f2a8fc46cb2077f85dc22040b676d7cfcf75072dbd643cc1cab17d","apps/web/public/assets/manor/classic/pasture/animals/1510/lifecycle_complete.png","c24eeebce5f2a8fc46cb2077f85dc22040b676d7cfcf75072dbd643cc1cab17d","reviewed-ok","ready"
