"animal_id","animal_name","variant","integration_policy","source_file","container_sha256","source_character_id","source_export_file","source_audio_sha256","runtime_asset","runtime_sha256","duration_seconds","processing_method","processing_status"
"1009","波斯猫","2","default","module/mc/main/sound/animal/2/s1009.swf","0445b0add2b188bec1378c839af1768ef3fcee02bcb8ce120ce5b29254c916c6","1","data/manor-asset-work/pasture-sound-export/1009-2/1_Sound_2_1009.mp3","332a51cbf2b30854cbb80b1fe43ab84ea89cf02b4f422d3563ccf793cd601352","apps/web/public/assets/manor/classic/pasture/audio/1009/2.mp3","332a51cbf2b30854cbb80b1fe43ab84ea89cf02b4f422d3563ccf793cd601352","1.880816","copied","ready"
"1011","刺猬","1","default","module/mc/main/sound/animal/1/s1011.swf","98618909e82970032630332240309aaba2fc6680f387028885a0d195d15b9e5e","1","data/manor-asset-work/pasture-sound-export/1011-1/1_Sound_1_1011.mp3","4742ccf7d057790d906297f81b7eda323ae2c31e5bb7bd98224f266ce21e1bea","apps/web/public/assets/manor/classic/pasture/audio/1011/1.mp3","4742ccf7d057790d906297f81b7eda323ae2c31e5bb7bd98224f266ce21e1bea","0.507755","copied","ready"
"1011","刺猬","2","default","module/mc/main/sound/animal/2/s1011.swf","02407a91f6b56953d5577739e992fbf6c647111eb4d917b9902b1bb1ea6c2802","1","data/manor-asset-work/pasture-sound-export/1011-2/1_Sound_2_1011.mp3","04c3e8fb9ee357490b299dbf0f207175e9877fd61ec88c65450f4b18e844d484","apps/web/public/assets/manor/classic/pasture/audio/1011/2.mp3","04c3e8fb9ee357490b299dbf0f207175e9877fd61ec88c65450f4b18e844d484","0.992653","copied","ready"
"1012","鸭","1","default","module/mc/main/sound/animal/1/s1012.swf","56ba3f6674e48da6db26422988b5c5a1bc8dd1efafc30f53e2f28b3095d06904","1","data/manor-asset-work/pasture-sound-export/1012-1/1_Sound_1_1012.mp3","a0744ca1382e18fbc02d79a7d52b6fa652c7e5f8fd752bc98df51576754684bf","apps/web/public/assets/manor/classic/pasture/audio/1012/1.mp3","a0744ca1382e18fbc02d79a7d52b6fa652c7e5f8fd752bc98df51576754684bf","0.969524","copied","ready"
"1012","鸭","2","default","module/mc/main/sound/animal/2/s1012.swf","eba7f8c12494214a655e3ed4c4a4572d0725ab6094c6b9304d9f7b15bd48606b","1","data/manor-asset-work/pasture-sound-export/1012-2/1_Sound_2_1012.mp3","785c71c9545d80ec901fb42b725d46beffef6a91bd1999164a17fba2e01a6cfd","apps/web/public/assets/manor/classic/pasture/audio/1012/2.mp3","785c71c9545d80ec901fb42b725d46beffef6a91bd1999164a17fba2e01a6cfd","1.097143","copied","ready"
"1013","鼹鼠","1","default","module/mc/main/sound/animal/1/s1013.swf","89a94efc390638a98650dcba5a2e75319c39fe4eac88c69a9a43ef66047aac6f","1","data/manor-asset-work/pasture-sound-export/1013-1/1_Sound_1_1013.mp3","d91806c79830c455418f1e8836467a6ff70013fc9a6aa694804d18a036fca5c4","apps/web/public/assets/manor/classic/pasture/audio/1013/1.mp3","d91806c79830c455418f1e8836467a6ff70013fc9a6aa694804d18a036fca5c4","1.088435","copied","ready"
"1013","鼹鼠","2","default","module/mc/main/sound/animal/2/s1013.swf","340a3f2c6cf594c5ebf79c5036cd30b2a60611b35bea1bc42a1b9d2e2ad4d622","1","data/manor-asset-work/pasture-sound-export/1013-2/1_Sound_2_1013.mp3","b42be8c20da4a02b03b2148af01f2b31ee8bd853a9ccf0d10c8d2e97fde1446c","apps/web/public/assets/manor/classic/pasture/audio/1013/2.mp3","b42be8c20da4a02b03b2148af01f2b31ee8bd853a9ccf0d10c8d2e97fde1446c","1.097143","copied","ready"
"1014","挪威森林猫","1","default","module/mc/main/sound/animal/1/s1014.swf","be90bc52f93f9329e1636ae0500a9b51a067dc6c017273e3dd959079e62b1af3","1","data/manor-asset-work/pasture-sound-export/1014-1/1_Sound_1_1014.mp3","042033c47e4035cba9c0cf45dea845755d0da770a5e5b1f9de8156feae4874ed","apps/web/public/assets/manor/classic/pasture/audio/1014/1.mp3","042033c47e4035cba9c0cf45dea845755d0da770a5e5b1f9de8156feae4874ed","0.765442","copied","ready"
"1014","挪威森林猫","2","default","module/mc/main/sound/animal/2/s1014.swf","ef0714dee39adde13697e90af130aaa2ef096e4a25e3e471006552e4ae4bfa78","1","data/manor-asset-work/pasture-sound-export/1014-2/1_Sound_2_1014.mp3","0bbb6598b22e230d4b7181a39c36a42c1cac7125eee754419c8ff611d40da6f6","apps/web/public/assets/manor/classic/pasture/audio/1014/2.mp3","0bbb6598b22e230d4b7181a39c36a42c1cac7125eee754419c8ff611d40da6f6","2.298776","copied","ready"
"1015","乌骨鸡","2","available-only","module/mc/main/sound/animal/2/s1015.swf","2ec50f576fc329ccea0afd95faf0943bb87c1a13cee658c52c120a6a986e965f","1","data/manor-asset-work/pasture-sound-export/1015-2/1_Sound_2_1015.mp3","90d086538de0aa94d554b92afbdafb55d81027d51b088f516e5ac7ce97eb4229","apps/web/public/assets/manor/classic/pasture/audio/1015/2.mp3","90d086538de0aa94d554b92afbdafb55d81027d51b088f516e5ac7ce97eb4229","1.515102","copied","ready"
"1016","美国短毛猫","2","available-only","module/mc/main/sound/animal/2/s1016.swf","fe997c70d07bce4fdbc5e216e2666988f06f92eef94639b9ad235bb6c48d10fe","1","data/manor-asset-work/pasture-sound-export/1016-2/1_Sound_2_1016.mp3","6d43e9ceeaa4fb4a6b9391582432421b4287e7584085b2c8955d56a4f70e6263","apps/web/public/assets/manor/classic/pasture/audio/1016/2.mp3","6d43e9ceeaa4fb4a6b9391582432421b4287e7584085b2c8955d56a4f70e6263","1.384490","copied","ready"
"1018","穿山甲","2","available-only","module/mc/main/sound/animal/2/s1018.swf","6d557458446388018fb60074e5db7925534f99add01e02a99a9641c2ff3d5b4d","1","data/manor-asset-work/pasture-sound-export/1018-2/1_Sound_2_1018.mp3","476e46c32025aeaf23ad9f614b2ec8045726f520e4f752324d2c54d216126466","apps/web/public/assets/manor/classic/pasture/audio/1018/2.mp3","476e46c32025aeaf23ad9f614b2ec8045726f520e4f752324d2c54d216126466","1.018776","copied","ready"
"1019","紫貂","1","default","module/mc/main/sound/animal/1/s1019.swf","ff203be0912dcaf834f9724fbb78059c2de1c03ab80fee095c3cb7c0d80b1b05","1","data/manor-asset-work/pasture-sound-export/1019-1/1_Sound_1_1019.flv","64b0c069963685087594492974d16696f1ca89471d07c89fb8814a6567838f70","apps/web/public/assets/manor/classic/pasture/audio/1019/1.mp3","c2c77843e3b5f8f8c1370c6a7d78f7b3e800bc2c130aad41fe5dfc19dfeaa58e","4.284470","transcoded-flv-to-mp3","ready"
"1019","紫貂","2","default","module/mc/main/sound/animal/2/s1019.swf","5438a087f963960064d22a6218500d76f524c7f7bdd9566a35469df25a7388c3","1","data/manor-asset-work/pasture-sound-export/1019-2/1_Sound_2_1019.mp3","7274d349b9a661c2da85bebe7d0b8a05f565a03bc4fe5e87b73798fff4dc70f3","apps/web/public/assets/manor/classic/pasture/audio/1019/2.mp3","7274d349b9a661c2da85bebe7d0b8a05f565a03bc4fe5e87b73798fff4dc70f3","0.862041","copied","ready"
"1501","羊","1","default","module/mc/main/sound/animal/1/s1501.swf","231102001cd74c3ba4d8b2abb6eff09670b19fa5917a0e4301f47fa4a41974e4","1","data/manor-asset-work/pasture-sound-export/1501-1/1_Sound_1_1501.mp3","e5e687fafa184ff79efb2dbb0635667035586b7503ee4f43bd3b5f143e9a72b7","apps/web/public/assets/manor/classic/pasture/audio/1501/1.mp3","e5e687fafa184ff79efb2dbb0635667035586b7503ee4f43bd3b5f143e9a72b7","1.209433","copied","ready"
"1501","羊","2","default","module/mc/main/sound/animal/2/s1501.swf","6b306508421cdcdeaee7850f4ce683a4563abfdd289aaf16b7f1dc2ba2e489b4","1","data/manor-asset-work/pasture-sound-export/1501-2/1_Sound_2_1501.mp3","e930915161668f686afa8e5f52b172160fe13cb6bd94b3016909c00e876647d1","apps/web/public/assets/manor/classic/pasture/audio/1501/2.mp3","e930915161668f686afa8e5f52b172160fe13cb6bd94b3016909c00e876647d1","1.515102","copied","ready"
"1502","牛","1","default","module/mc/main/sound/animal/1/s1502.swf","93431faf1124e8a1aab19d589e92d44800ef3d94b73b8862e62cbcda97056975","1","data/manor-asset-work/pasture-sound-export/1502-1/1_Sound_1_1502.mp3","439f302c4c3c91cb1adc0cabdc0f7b88036150b300a9dbc23d7ec93a62a9af02","apps/web/public/assets/manor/classic/pasture/audio/1502/1.mp3","439f302c4c3c91cb1adc0cabdc0f7b88036150b300a9dbc23d7ec93a62a9af02","1.214785","copied","ready"
"1502","牛","2","default","module/mc/main/sound/animal/2/s1502.swf","25bf0ea036ab8100666e276a31230ad896a2b7e88e000f2ef37a4fb64738c8e2","1","data/manor-asset-work/pasture-sound-export/1502-2/1_Sound_2_1502.mp3","99b40e74fe11e08b7956f3b7957c27c74102cf0bb9580039e8214b6781be91f6","apps/web/public/assets/manor/classic/pasture/audio/1502/2.mp3","99b40e74fe11e08b7956f3b7957c27c74102cf0bb9580039e8214b6781be91f6","1.593469","copied","ready"
"1503","猴子","1","default","module/mc/main/sound/animal/1/s1503.swf","f62a75c252a06ea6db0c71e850d9ef276cf07c06d2847bc6a991d7e2e9aff1fe","1","data/manor-asset-work/pasture-sound-export/1503-1/1_Sound_1_1503.mp3","f81448041a9f022bf1e430762f1432e9cfcbdcde1244ab9515fdb483814a4950","apps/web/public/assets/manor/classic/pasture/audio/1503/1.mp3","f81448041a9f022bf1e430762f1432e9cfcbdcde1244ab9515fdb483814a4950","0.735601","copied","ready"
"1503","猴子","2","default","module/mc/main/sound/animal/2/s1503.swf","ec746ed39c53117f6ce9367f01577a6a4c20685be39582f17da7199ddd8b3c25","1","data/manor-asset-work/pasture-sound-export/1503-2/1_Sound_2_1503.mp3","947a42ff8474e30a968bc95a263d258e24355ff6cc6dce9d69331fff1c8b3589","apps/web/public/assets/manor/classic/pasture/audio/1503/2.mp3","947a42ff8474e30a968bc95a263d258e24355ff6cc6dce9d69331fff1c8b3589","1.123265","copied","ready"
"1504","袋鼠","1","default","module/mc/main/sound/animal/1/s1504.swf","5ccd82033c9653c65f6095111e065303bcd76d2531a359f61b5b3b8391397ef8","1","data/manor-asset-work/pasture-sound-export/1504-1/1_Sound_1_1504.mp3","14ef3c4df40ee3aa4df3f5219698939a2d4821898c4fcfad637975b0ae825831","apps/web/public/assets/manor/classic/pasture/audio/1504/1.mp3","14ef3c4df40ee3aa4df3f5219698939a2d4821898c4fcfad637975b0ae825831","0.694694","copied","ready"
"1504","袋鼠","2","default","module/mc/main/sound/animal/2/s1504.swf","fc86574f488d0c9123699931bfa8da717354ebe6ccc335f3bd511c149ba12b9f","1","data/manor-asset-work/pasture-sound-export/1504-2/1_Sound_2_1504.mp3","0ca4ec1d44fb53501e093cd383de917712e345b5a41654b8f41429426651a08b","apps/web/public/assets/manor/classic/pasture/audio/1504/2.mp3","0ca4ec1d44fb53501e093cd383de917712e345b5a41654b8f41429426651a08b","1.332245","copied","ready"
"1505","梅花鹿","1","default","module/mc/main/sound/animal/1/s1505.swf","7315bdae76fa41228bcb88c8405708f0eddf848100ea65924cdf489497d7ab79","1","data/manor-asset-work/pasture-sound-export/1505-1/1_Sound_1_1505.mp3","91118687f4074407b7015272626e8798bd289fa03c67d0aefa220bb221b6ff23","apps/web/public/assets/manor/classic/pasture/audio/1505/1.mp3","91118687f4074407b7015272626e8798bd289fa03c67d0aefa220bb221b6ff23","0.902676","copied","ready"
"1505","梅花鹿","2","default","module/mc/main/sound/animal/2/s1505.swf","a51561c3bd1f3ec34d9437ecbebdb8ea2847cdd47b16983e9746d94ec6dbd669","1","data/manor-asset-work/pasture-sound-export/1505-2/1_Sound_2_1505.mp3","fa4015d00d6d71d31cfad572fcce3374030c54845a142e2dad0fe1d5d01f346f","apps/web/public/assets/manor/classic/pasture/audio/1505/2.mp3","fa4015d00d6d71d31cfad572fcce3374030c54845a142e2dad0fe1d5d01f346f","1.724082","copied","ready"
"1507","羚羊","1","default","module/mc/main/sound/animal/1/s1507.swf","163b67fd5bec00389fe72279c523f778bacf094504eb95add64b5993823165de","1","data/manor-asset-work/pasture-sound-export/1507-1/1_Sound_1_1507.mp3","4a57dc5371268d065c1c8b3de72ffdd649d4a4a9be54a8f1667ae131b93f5c38","apps/web/public/assets/manor/classic/pasture/audio/1507/1.mp3","4a57dc5371268d065c1c8b3de72ffdd649d4a4a9be54a8f1667ae131b93f5c38","1.192925","copied","ready"
"1507","羚羊","2","default","module/mc/main/sound/animal/2/s1507.swf","16204c4c43805a1d629c976e217a2e3c6be0f96904778aba4c7499d3164bb923","1","data/manor-asset-work/pasture-sound-export/1507-2/1_Sound_2_1507.mp3","40d88fef305e8384ac7095bc3c0b0475f7cc824b3dd17ff85d092b1f8c57ccce","apps/web/public/assets/manor/classic/pasture/audio/1507/2.mp3","40d88fef305e8384ac7095bc3c0b0475f7cc824b3dd17ff85d092b1f8c57ccce","1.645714","copied","ready"
"1508","鸵鸟","1","default","module/mc/main/sound/animal/1/s1508.swf","53afd4a71d4d53c92e1bd2253aed1f636a2420890e221da29ceeb229cd141e47","1","data/manor-asset-work/pasture-sound-export/1508-1/1_Sound_1_1508.mp3","f67fa2583d6738583a40245f06e1a13accbc1dd2655ea9a5fd6c88b9ab08133b","apps/web/public/assets/manor/classic/pasture/audio/1508/1.mp3","f67fa2583d6738583a40245f06e1a13accbc1dd2655ea9a5fd6c88b9ab08133b","0.872290","copied","ready"
"1508","鸵鸟","2","default","module/mc/main/sound/animal/2/s1508.swf","cb960753902929492ebf4fd061e0bc81aba0ef9a8d40138061c7a0cc42f5a449","1","data/manor-asset-work/pasture-sound-export/1508-2/1_Sound_2_1508.mp3","a4305d55b6a927627d4a27ffc4001365a7814c89612b8bb47ffb75ddf6d20304","apps/web/public/assets/manor/classic/pasture/audio/1508/2.mp3","a4305d55b6a927627d4a27ffc4001365a7814c89612b8bb47ffb75ddf6d20304","1.018776","copied","ready"
"1509","浣熊","1","default","module/mc/main/sound/animal/1/s1509.swf","ce566d2eb3049bdb4190aaac36e5bbe1a3ecd6507c44d8723a3add46329b25e1","1","data/manor-asset-work/pasture-sound-export/1509-1/1_Sound_1_1509.mp3","f67fa2583d6738583a40245f06e1a13accbc1dd2655ea9a5fd6c88b9ab08133b","apps/web/public/assets/manor/classic/pasture/audio/1509/1.mp3","f67fa2583d6738583a40245f06e1a13accbc1dd2655ea9a5fd6c88b9ab08133b","0.872290","copied","ready"
"1509","浣熊","2","default","module/mc/main/sound/animal/2/s1509.swf","4367843a17511ff5fcd89d556ae2b38a7b1b6b37c8a57f763e91b0b8f17b1b1e","1","data/manor-asset-work/pasture-sound-export/1509-2/1_Sound_2_1509.mp3","ad30c5a798c746c83a7ea5e6bca41fd9278bc5714933b887cd378ab82d173b60","apps/web/public/assets/manor/classic/pasture/audio/1509/2.mp3","ad30c5a798c746c83a7ea5e6bca41fd9278bc5714933b887cd378ab82d173b60","1.175510","copied","ready"
"1510","长颈鹿","2","available-only","module/mc/main/sound/animal/2/s1510.swf","91754986a9b4e2af4e51e43ad97b1c321a9e728f71fd27a111672ac6d7c57542","1","data/manor-asset-work/pasture-sound-export/1510-2/1_Sound_2_1510.mp3","91d8553fd14beeb7e037a3d15802d2665f65ea25c0dff7d93478017493ce3e46","apps/web/public/assets/manor/classic/pasture/audio/1510/2.mp3","91d8553fd14beeb7e037a3d15802d2665f65ea25c0dff7d93478017493ce3e46","1.123265","copied","ready"
"1511","丹顶鹤","1","default","module/mc/main/sound/animal/1/s1511.swf","c897e2f25a38fc996271bceb3dac269d725e3e9018c1750b955c04930922900b","1","data/manor-asset-work/pasture-sound-export/1511-1/1_Sound_1_1511.mp3","2a841fd7608eda463001a61cb43fa6d1a1b0193b4fb54eb383b8bf51e8612dc1","apps/web/public/assets/manor/classic/pasture/audio/1511/1.mp3","2a841fd7608eda463001a61cb43fa6d1a1b0193b4fb54eb383b8bf51e8612dc1","0.575601","copied","ready"
"1511","丹顶鹤","2","default","module/mc/main/sound/animal/2/s1511.swf","799232585dfeb71c6c36bf18c2ed03a41db000a7edce0169a054214629b033f2","1","data/manor-asset-work/pasture-sound-export/1511-2/1_Sound_2_1511.mp3","ee544821294fc486407c0088c9f85bf15239e11e17a06d0b9bcfd53184308455","apps/web/public/assets/manor/classic/pasture/audio/1511/2.mp3","ee544821294fc486407c0088c9f85bf15239e11e17a06d0b9bcfd53184308455","1.436735","copied","ready"
"1512","貔貅","2","available-only","module/mc/main/sound/animal/2/s1512.swf","fa5a1b2b0dd6b85dc06ba6e506cf0e65ef7d4e8950712cfadb9a3b08e35690ca","1","data/manor-asset-work/pasture-sound-export/1512-2/1_Sound_2_1512.mp3","2b7c7f5a91f77d0b142f7592e62f1af30b64719c1137604a335bfd9c758d9bbd","apps/web/public/assets/manor/classic/pasture/audio/1512/2.mp3","2b7c7f5a91f77d0b142f7592e62f1af30b64719c1137604a335bfd9c758d9bbd","1.253878","copied","ready"
"1513","双峰驼","1","default","module/mc/main/sound/animal/1/s1513.swf","bddcf624cbbb5a78e5d8b640d69efe5f606c4e07c510011cd6a5362d536c88d2","1","data/manor-asset-work/pasture-sound-export/1513-1/1_Sound_1_1513.mp3","03a16eff30e472ee1c6da607d0c34b962dfe948d070226306e0367525e7eec5c","apps/web/public/assets/manor/classic/pasture/audio/1513/1.mp3","03a16eff30e472ee1c6da607d0c34b962dfe948d070226306e0367525e7eec5c","0.731429","copied","ready"
"1513","双峰驼","2","default","module/mc/main/sound/animal/2/s1513.swf","fed0c69e021cd4d8543f51db3944d86db03514dae447f169eb728becc1a1275c","1","data/manor-asset-work/pasture-sound-export/1513-2/1_Sound_2_1513.mp3","131a82f2518e1bfc04e1bdf4cbd794297c56667f8f0f4b9f5b63534a531b4855","apps/web/public/assets/manor/classic/pasture/audio/1513/2.mp3","131a82f2518e1bfc04e1bdf4cbd794297c56667f8f0f4b9f5b63534a531b4855","1.436735","copied","ready"
"1514","犀牛","1","default","module/mc/main/sound/animal/1/s1514.swf","06bcb8cd5e600ebc3a8b1af98f39418aa333919173969d3ffc395a459bb69eff","1","data/manor-asset-work/pasture-sound-export/1514-1/1_Sound_1_1514.mp3","7e176244ebd19a8c667a73d60c69aa61adaf2f4093618464aabebfa7e2f0ef16","apps/web/public/assets/manor/classic/pasture/audio/1514/1.mp3","7e176244ebd19a8c667a73d60c69aa61adaf2f4093618464aabebfa7e2f0ef16","1.400998","copied","ready"
"1514","犀牛","2","default","module/mc/main/sound/animal/2/s1514.swf","fe7628601213fa8727221f803e4768f079a05f6a222fb7669ccbc23e8f017650","1","data/manor-asset-work/pasture-sound-export/1514-2/1_Sound_2_1514.mp3","17afc1b4a1547c2ff061961693bd617c3ee0dc5b2c31f343cf36546639b73f0f","apps/web/public/assets/manor/classic/pasture/audio/1514/2.mp3","17afc1b4a1547c2ff061961693bd617c3ee0dc5b2c31f343cf36546639b73f0f","2.089796","copied","ready"
"1515","猩猩","1","default","module/mc/main/sound/animal/1/s1515.swf","db937c04963d26fc7055f98eaf4673734f1897ad5b9a4c5219d2551b7091ea90","1","data/manor-asset-work/pasture-sound-export/1515-1/1_Sound_1_1515.mp3","a569598c74dcaa1686476ee77831f1550f407e749c7bdbf6ef9ba40766e2a950","apps/web/public/assets/manor/classic/pasture/audio/1515/1.mp3","a569598c74dcaa1686476ee77831f1550f407e749c7bdbf6ef9ba40766e2a950","1.097143","copied","ready"
