"source_id","name","original_level","runtime_status","state_key","state_label","source_class","source_character_id","source_export_file","source_sha256","exported_frame_count","width","height","visible_pixels","visible_x","visible_y","visible_width","visible_height","automated_status","visual_review_status"
"1508","鸵鸟","19","3","ready_to_produce","成熟待生产","Animal_1508_3","120","a1508.swf/DefineSprite_120_Animal_1508_3/1.png","d96227fcd13aa0eb5fd490bfec852e60b05b81274c64602d32a17e2870305a9f","1","105","126","5411","10","8","73","118","ready-for-visual-review","reviewed-ok"
"1508","鸵鸟","19","4","production_early","生产阶段一","Animal_1508_4","31","a1508.swf/DefineSprite_31_Animal_1508_4/1.png","6fc83523169a970dafd66ecdf6b32029473b378d37593b489adc4bfa715f0435","1","63","116","2802","0","1","63","114","ready-for-visual-review","reviewed-ok"
"1508","鸵鸟","19","5","production_late","生产阶段二","Animal_1508_5","138","a1508.swf/DefineSprite_138_Animal_1508_5/1.png","1dd24c2ab7ce294d2a0ed0db12041d9826542d0e6204b34b4513ab9f7f5fc557","1","105","119","4459","13","2","70","116","ready-for-visual-review","reviewed-ok"
"1508","鸵鸟","19","6","lifecycle_complete","生命周期结束","Animal_1508_6","90","a1508.swf/DefineSprite_90_Animal_1508_6/1.png","530d6ab4bd4416110e336b64acbe6cf1782aa59b1e151ba009fb5137a1b8dc3b","1","105","117","4228","15","2","68","114","ready-for-visual-review","reviewed-ok"
"1501","羊","2","1","cub","幼年","Animal_1501_1","109","a1501.swf/DefineSprite_109_Animal_1501_1/1.png","62515905333c3bfa92b8546f9f4e2f3fb8f757ae50e34036211011ec1dfa1131","1","86","90","4407","4","0","77","78","ready-for-visual-review","reviewed-ok"
"1501","羊","2","2","growing","成长","Animal_1501_2","336","a1501.swf/DefineSprite_336_Animal_1501_2/1.png","ac179eeec15b0933d496f13940f46cd08dd55b110ffd4092543ae5bcfd40aa27","1","89","96","5112","1","0","87","84","ready-for-visual-review","reviewed-ok"
"1501","羊","2","3","ready_to_produce","成熟待生产","Animal_1501_3","276","a1501.swf/DefineSprite_276_Animal_1501_3/1.png","c0358a646f25e8b4658ccc1f4e08fed61d1b2e3212885bef20a79b05e4681678","1","117","158","6701","16","60","97","86","ready-for-visual-review","reviewed-ok"
"1501","羊","2","4","production_early","生产阶段一","Animal_1501_4","245","a1501.swf/DefineSprite_245_Animal_1501_4/1.png","bfda144c60be505303f456a2f314d5ff26ff9330d61d872e591935ea1715e836","1","96","77","4505","1","2","89","66","ready-for-visual-review","reviewed-ok"
"1501","羊","2","5","production_late","生产阶段二","Animal_1501_5","237","a1501.swf/DefineSprite_237_Animal_1501_5/1.png","443f478beaf0e4039de1cc73ba33abd7da8fdc0e991af0e85adb0111d36e7a0f","1","108","101","6484","6","0","99","88","ready-for-visual-review","reviewed-ok"
"1501","羊","2","6","lifecycle_complete","生命周期结束","Animal_1501_6","212","a1501.swf/DefineSprite_212_Animal_1501_6/1.png","7283c4114f8664a4f4431c1e26881f9f12f1238004511e5eb64b51ddd7f5bce0","1","100","101","6402","6","0","90","88","ready-for-visual-review","reviewed-ok"
"1011","刺猬","21","1","cub","幼年","Animal_1011_1","47","a1011.swf/DefineSprite_47_Animal_1011_1/1.png","3b979a20561b3e1186695ec2910f8a3e93338cc0a10ed3bc9c1653422999220a","1","38","39","936","1","2","35","32","ready-for-visual-review","reviewed-ok"
"1011","刺猬","21","2","growing","成长","Animal_1011_2","55","a1011.swf/DefineSprite_55_Animal_1011_2/1.png","d4f9ec2cd443cf952626c4ee193402bea4cc27ebfb710cc3a43c39470b4d8b74","1","44","46","1272","2","3","40","37","ready-for-visual-review","reviewed-ok"
"1011","刺猬","21","3","ready_to_produce","成熟待生产","Animal_1011_3","127","a1011.swf/DefineSprite_127_Animal_1011_3/1.png","453216fdea957f3a1ae8b088577d7daff1005ebbdf03ab2ca107063b3c705479","1","101","120","5510","27","0","74","110","ready-for-visual-review","reviewed-ok"
"1011","刺猬","21","4","production_early","生产阶段一","Animal_1011_4","130","a1011.swf/DefineSprite_130_Animal_1011_4/1.png","31c56c1883621d0c2e72348a337d0fc3281c2a91ad05525a226865a8f4006992","1","64","67","2346","1","1","58","59","ready-for-visual-review","reviewed-ok"
