"source_id","runtime_id","name","runtime_stage","runtime_stage_key","linked_state_index","linked_state_key","source_character_id","source_relationship","source_export_file","source_sha256","runtime_asset","runtime_sha256","visual_review_status","processing_status"
"3","carrot","胡萝卜","3","growing","3","growing","8","state-character","Crop_3.swf/DefineSprite_8/1.png","e58d57eb0af9230ccdbbf0588b0c01e10ecc71785d223f19180acedc291a84f9","apps/web/public/assets/manor/classic/crops/3/growing.png","e58d57eb0af9230ccdbbf0588b0c01e10ecc71785d223f19180acedc291a84f9","reviewed-ok","ready"
"3","carrot","胡萝卜","4","pre_mature","4","pre_mature","8","state-character","Crop_3.swf/DefineSprite_8/1.png","e58d57eb0af9230ccdbbf0588b0c01e10ecc71785d223f19180acedc291a84f9","apps/web/public/assets/manor/classic/crops/3/pre_mature.png","e58d57eb0af9230ccdbbf0588b0c01e10ecc71785d223f19180acedc291a84f9","reviewed-ok","ready"
"3","carrot","胡萝卜","5","mature","5","mature","20","state-character","Crop_3.swf/DefineSprite_20/1.png","dfcf41ae1a5af28b2936203a9ac8c7d1f7ed02fdb32f80efe743a81b74608ed3","apps/web/public/assets/manor/classic/crops/3/mature.png","dfcf41ae1a5af28b2936203a9ac8c7d1f7ed02fdb32f80efe743a81b74608ed3","reviewed-ok","ready"
"3","carrot","胡萝卜","6","withered","6","withered","22","state-character","Crop_3.swf/DefineSprite_22/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","apps/web/public/assets/manor/classic/crops/3/withered.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","reviewed-ok","ready"
"40","legacy-40","牧草","0","seed","0","seed","2","state-character","Crop_40.swf/DefineSprite_2/1.png","db64a2423bcb9185ca003d386c22654cd570c0c817515db055cea33e28d4a10e","apps/web/public/assets/manor/classic/crops/40/seed.png","db64a2423bcb9185ca003d386c22654cd570c0c817515db055cea33e28d4a10e","reviewed-ok","ready"
"40","legacy-40","牧草","1","sprout","1","sprout","4","state-character","Crop_40.swf/DefineSprite_4/1.png","c4b61510b003e8df32ccdcf0c69a69c6a55ef87ecde9c876937f010f612df87d","apps/web/public/assets/manor/classic/crops/40/sprout.png","c4b61510b003e8df32ccdcf0c69a69c6a55ef87ecde9c876937f010f612df87d","reviewed-ok","ready"
"40","legacy-40","牧草","2","young","2","young","11","state-character","Crop_40.swf/DefineSprite_11/1.png","e2a370a684f80063a46c639eb0f9d8d148612122d585bc74f8f0d1c2018be8c6","apps/web/public/assets/manor/classic/crops/40/young.png","e2a370a684f80063a46c639eb0f9d8d148612122d585bc74f8f0d1c2018be8c6","reviewed-ok","ready"
"40","legacy-40","牧草","3","growing","3","growing","15","state-character","Crop_40.swf/DefineSprite_15/1.png","3d88e7c66cff4fc042b5889af3dcabc528ce546b0fb8d7c834c0dbdb1b75a695","apps/web/public/assets/manor/classic/crops/40/growing.png","3d88e7c66cff4fc042b5889af3dcabc528ce546b0fb8d7c834c0dbdb1b75a695","reviewed-ok","ready"
"40","legacy-40","牧草","4","pre_mature","4","pre_mature","15","state-character","Crop_40.swf/DefineSprite_15/1.png","3d88e7c66cff4fc042b5889af3dcabc528ce546b0fb8d7c834c0dbdb1b75a695","apps/web/public/assets/manor/classic/crops/40/pre_mature.png","3d88e7c66cff4fc042b5889af3dcabc528ce546b0fb8d7c834c0dbdb1b75a695","reviewed-ok","ready"
"40","legacy-40","牧草","5","mature","5","mature","24","state-character","Crop_40.swf/DefineSprite_24/1.png","14357f149939c9b862708142faa210286be569a1fce3607ee0be0f80315e2a62","apps/web/public/assets/manor/classic/crops/40/mature.png","14357f149939c9b862708142faa210286be569a1fce3607ee0be0f80315e2a62","reviewed-ok","ready"
"40","legacy-40","牧草","6","withered","6","withered","26","state-character","Crop_40.swf/DefineSprite_26/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","apps/web/public/assets/manor/classic/crops/40/withered.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","reviewed-ok","ready"
"81","legacy-81","圣诞树","0","seed","0","seed","9","state-character","Crop_81.swf/DefineSprite_9/1.png","bf37df0d7ed71de9b1d8474c39267637ed2af4e08e79ace16afebff224cd5c49","apps/web/public/assets/manor/classic/crops/81/seed.png","bf37df0d7ed71de9b1d8474c39267637ed2af4e08e79ace16afebff224cd5c49","reviewed-ok","ready"
"81","legacy-81","圣诞树","1","sprout","1","sprout","13","state-character","Crop_81.swf/DefineSprite_13/1.png","3d863e1faf83ebd98a5c58f9e91ae0a16a6f216dd9770cbb1c01f0a095d495e9","apps/web/public/assets/manor/classic/crops/81/sprout.png","3d863e1faf83ebd98a5c58f9e91ae0a16a6f216dd9770cbb1c01f0a095d495e9","reviewed-ok","ready"
"81","legacy-81","圣诞树","2","young","2","young","17","state-character","Crop_81.swf/DefineSprite_17/1.png","bc508a883ac127428f6115cb40f23aff011f4920f30ff656a11df84fba437773","apps/web/public/assets/manor/classic/crops/81/young.png","bc508a883ac127428f6115cb40f23aff011f4920f30ff656a11df84fba437773","reviewed-ok","ready"
"81","legacy-81","圣诞树","3","growing","3","growing","23","state-character","Crop_81.swf/DefineSprite_23/1.png","f72c56bb45f32d83e5f3b4f47449fd891d005ab61a48c9831a358b193218fb9a","apps/web/public/assets/manor/classic/crops/81/growing.png","f72c56bb45f32d83e5f3b4f47449fd891d005ab61a48c9831a358b193218fb9a","reviewed-ok","ready"
"81","legacy-81","圣诞树","4","pre_mature","4","pre_mature","28","state-character","Crop_81.swf/DefineSprite_28/1.png","7406ec391879728ff6c8521296dfca91a8dcfe2c26929ea88bf1cf36d1e871fe","apps/web/public/assets/manor/classic/crops/81/pre_mature.png","7406ec391879728ff6c8521296dfca91a8dcfe2c26929ea88bf1cf36d1e871fe","reviewed-ok","ready"
"81","legacy-81","圣诞树","5","mature","5","mature","41","state-character","Crop_81.swf/DefineSprite_41/1.png","875ab78b55024e65fb76fb3c344a170223ae101e68cc57735756ce4af85cd04b","apps/web/public/assets/manor/classic/crops/81/mature.png","875ab78b55024e65fb76fb3c344a170223ae101e68cc57735756ce4af85cd04b","reviewed-ok","ready"
"81","legacy-81","圣诞树","6","withered","6","withered","43","state-character","Crop_81.swf/DefineSprite_43/1.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","apps/web/public/assets/manor/classic/crops/81/withered.png","d6a6f31b306ea0342f210da30b05bb6dc4cdfd731ac7353489f434a30c6b1bba","reviewed-ok","ready"
"59","cabbage","大白菜","0","seed","0","seed","2","state-character","Crop_59.swf/DefineSprite_2/1.png","db64a2423bcb9185ca003d386c22654cd570c0c817515db055cea33e28d4a10e","apps/web/public/assets/manor/classic/crops/59/seed.png","db64a2423bcb9185ca003d386c22654cd570c0c817515db055cea33e28d4a10e","reviewed-ok","ready"
"59","cabbage","大白菜","1","sprout","1","sprout","4","state-character","Crop_59.swf/DefineSprite_4/1.png","9f676e711b3f529ac803e7786bf1264b138935fa85d1fe689c461bd6e0ab97f7","apps/web/public/assets/manor/classic/crops/59/sprout.png","9f676e711b3f529ac803e7786bf1264b138935fa85d1fe689c461bd6e0ab97f7","reviewed-ok","ready"
"59","cabbage","大白菜","2","young","2","young","7","state-character","Crop_59.swf/DefineSprite_7/1.png","55bd79b8eed94310c58ca44e9814a10b475af3d1f37c451c6119d82648ceca49","apps/web/public/assets/manor/classic/crops/59/young.png","55bd79b8eed94310c58ca44e9814a10b475af3d1f37c451c6119d82648ceca49","reviewed-ok","ready"
"59","cabbage","大白菜","3","growing","3","growing","9","state-character","Crop_59.swf/DefineSprite_9/1.png","6fdad5c4f03da5785fd822d49f121048ac0754ff8a47461a7dc53f453aecef70","apps/web/public/assets/manor/classic/crops/59/growing.png","6fdad5c4f03da5785fd822d49f121048ac0754ff8a47461a7dc53f453aecef70","reviewed-ok","ready"
"59","cabbage","大白菜","4","pre_mature","4","pre_mature","11","state-character","Crop_59.swf/DefineSprite_11/1.png","9546e5aadff39901ab7334111241829dad24100caa71da95b5f25a62b7ed4b40","apps/web/public/assets/manor/classic/crops/59/pre_mature.png","9546e5aadff39901ab7334111241829dad24100caa71da95b5f25a62b7ed4b40","reviewed-ok","ready"
